-2780.4816340683	  inf
-2085.2878931709	2.50026e-01
-2025.2569206811	2.87879e-02
-2010.3358400137	7.36750e-03
-1995.8021944312	7.22946e-03
-1978.2183391652	8.81042e-03
-1965.6375131777	6.35968e-03
-1954.0237726451	5.90838e-03
-1945.8833251526	4.16599e-03
-1938.7235243461	3.67946e-03
-1932.3481915103	3.28842e-03
-1926.6355226953	2.95634e-03
-1921.4678967305	2.68220e-03
-1914.2717749473	3.74512e-03
-1909.3337547063	2.57958e-03
-1905.4251490316	2.04710e-03
-1899.1367786459	3.30025e-03
-1895.2108251170	2.06723e-03
-1892.1795435268	1.59944e-03
-1889.3836327811	1.47761e-03
-1886.7869681605	1.37434e-03
-1884.3539105948	1.28952e-03
-1882.0130832776	1.24224e-03
-1876.4467097958	2.95767e-03
-1874.0598560140	1.27201e-03
-1872.1342222592	1.02752e-03
-1870.2655548301	9.98148e-04
-1865.2890590309	2.66085e-03
-1862.8249781048	1.32102e-03
-1857.5956197231	2.80722e-03
-1855.7051572698	1.01769e-03
-1850.7809581709	2.65355e-03
-1848.8884685244	1.02254e-03
-1847.6471187427	6.71403e-04
-1846.4757725615	6.33966e-04
-1845.3687450993	5.99535e-04
-1844.3209458373	5.67799e-04
-1843.3269869486	5.38929e-04
-1842.3829956367	5.12113e-04
-1841.4850231431	4.87397e-04
-1840.6283902519	4.65186e-04
-1839.8102394509	4.44495e-04
-1839.0271035868	4.25661e-04
-1838.2748556552	4.09047e-04
-1837.5499250484	3.94354e-04
-1836.8489551843	3.81470e-04
-1836.1680701105	3.70681e-04
-1835.5073617323	3.59830e-04
-1834.8580062774	3.53774e-04
-1834.2102474559	3.53029e-04
-1833.5423362469	3.64141e-04
-1829.2078606054	2.36399e-03
-1827.8777649400	7.27143e-04
-1827.3669990204	2.79431e-04
-1826.8761961073	2.68585e-04
-1826.4042628997	2.58328e-04
-1825.9501821780	2.48620e-04
-1825.5130064036	2.39424e-04
-1825.0918519423	2.30705e-04
-1824.6858938450	2.22432e-04
-1824.2943611244	2.14575e-04
-1823.9165324712	2.07109e-04
-1823.5517323623	2.00009e-04
-1823.1993275208	1.93252e-04
-1822.8587236894	1.86817e-04
-1822.5293626871	1.80684e-04
-1822.2107197192	1.74836e-04
-1821.9023009142	1.69255e-04
-1821.6036410671	1.63927e-04
-1821.3143015660	1.58838e-04
-1821.0338684852	1.53973e-04
-1820.7619508279	1.49320e-04
-1820.4981789035	1.44869e-04
-1820.2422028258	1.40608e-04
-1819.9936911198	1.36527e-04
-1819.7523294265	1.32617e-04
-1819.5178192934	1.28869e-04
-1819.2898770428	1.25276e-04
-1819.0682327076	1.21830e-04
-1818.8526290258	1.18524e-04
-1818.6428204849	1.15352e-04
-1818.4385724080	1.12308e-04
-1818.2396600727	1.09386e-04
-1818.0457568197	1.06643e-04
-1817.8565596872	1.04066e-04
-1817.6720111684	1.01520e-04
-1817.4919057458	9.90858e-05
