-2795.7128970938	  inf
-2101.5959735563	2.48279e-01
-2058.7389396081	2.03926e-02
-2038.4481751478	9.85592e-03
-2023.3862929677	7.38890e-03
-2010.6064620331	6.31606e-03
-1992.8669998736	8.82294e-03
-1981.0521014974	5.92859e-03
-1969.7160918178	5.72222e-03
-1961.4814175938	4.18064e-03
-1952.0305600438	4.81822e-03
-1944.6829845349	3.76407e-03
-1930.5692942653	7.25758e-03
-1924.4899817790	3.14897e-03
-1919.4506704976	2.61852e-03
-1914.8415601044	2.40127e-03
-1910.5815894294	2.22471e-03
-1906.2578083282	2.26307e-03
-1896.0819270837	5.33815e-03
-1892.3390020413	1.97403e-03
-1889.2001714921	1.65870e-03
-1886.2927066340	1.53899e-03
-1883.5902795631	1.43267e-03
-1881.0707118161	1.33764e-03
-1878.7110985037	1.25440e-03
-1876.4904142510	1.18203e-03
-1874.3888044707	1.11997e-03
-1872.3803056853	1.07155e-03
-1870.4026467558	1.05623e-03
-1864.7589788433	3.01735e-03
-1859.7217128437	2.70130e-03
-1857.3752158142	1.26175e-03
-1855.8306330681	8.31594e-04
-1854.3365548071	8.05073e-04
-1852.7789746600	8.39966e-04
-1847.3793717301	2.91433e-03
-1845.9593010693	7.68695e-04
-1844.7681697581	6.45264e-04
-1843.6356476718	6.13910e-04
-1842.5575315379	5.84777e-04
-1841.5294480466	5.57965e-04
-1840.5465179004	5.33757e-04
-1839.6053791085	5.11337e-04
-1838.7020197801	4.91061e-04
-1837.8312284151	4.73590e-04
-1836.9890619174	4.58239e-04
-1836.1693631776	4.46219e-04
-1835.3603970028	4.40573e-04
-1834.5342756302	4.50114e-04
-1829.7895594755	2.58633e-03
-1828.5273945573	6.89787e-04
-1827.8641725771	3.62708e-04
-1827.2271374717	3.48513e-04
-1826.6148295316	3.35102e-04
-1826.0258926654	3.22420e-04
-1825.4590655450	3.10416e-04
-1824.9131736297	2.99044e-04
-1824.3871219704	2.88261e-04
-1823.8798887078	2.78029e-04
-1823.3905191883	2.68312e-04
-1822.9181206315	2.59077e-04
-1822.4618572894	2.50293e-04
-1822.0209460474	2.41932e-04
-1821.5946524202	2.33967e-04
-1821.1822869028	2.26376e-04
-1820.7832016403	2.19135e-04
-1820.3967873856	2.12224e-04
-1820.0224707165	2.05624e-04
-1819.6597114855	1.99316e-04
-1819.3080004835	1.93284e-04
-1818.9668572931	1.87513e-04
-1818.6358283171	1.81987e-04
-1818.3144849641	1.76695e-04
-1818.0024219773	1.71622e-04
-1817.6992558948	1.66758e-04
-1817.4046236273	1.62091e-04
-1817.1181811454	1.57611e-04
-1816.8396022655	1.53308e-04
-1816.5685775259	1.49174e-04
-1816.3048131460	1.45199e-04
-1816.0480300611	1.41377e-04
-1815.7979630274	1.37698e-04
-1815.5543597896	1.34158e-04
-1815.3169803080	1.30748e-04
-1815.0855960397	1.27462e-04
-1814.8599892683	1.24295e-04
-1814.6399524809	1.21242e-04
-1814.4252877853	1.18296e-04
-1814.2158063680	1.15453e-04
-1814.0113279868	1.12709e-04
-1813.8116804973	1.10059e-04
-1813.6166994094	1.07498e-04
-1813.4262274736	1.05023e-04
-1813.2401142917	1.02631e-04
-1813.0582159538	1.00317e-04
-1812.8803946966	9.80781e-05
