-2610.2395200949	  inf
-2046.6620092867	2.15910e-01
-1918.1422329924	6.27948e-02
-1882.1350156102	1.87719e-02
-1866.8277198512	8.13294e-03
-1861.9035159009	2.63774e-03
-1855.4811602919	3.44935e-03
-1852.2455179277	1.74383e-03
-1849.6191594590	1.41793e-03
-1847.4193545913	1.18933e-03
-1845.5407840669	1.01686e-03
-1843.8914766630	8.93672e-04
-1842.2803983897	8.73738e-04
-1837.8208756330	2.42065e-03
-1836.5490679660	6.92019e-04
-1835.5531156894	5.42295e-04
-1834.6714501820	4.80327e-04
-1833.8857011443	4.28278e-04
-1833.1813810556	3.84059e-04
-1832.5463469142	3.46411e-04
-1831.9704893886	3.14239e-04
-1831.4451576378	2.86758e-04
-1830.9622398391	2.63681e-04
-1830.5155701021	2.43954e-04
-1830.0987938567	2.27682e-04
-1829.7044175482	2.15495e-04
-1829.3252343873	2.07237e-04
-1828.9470160068	2.06753e-04
-1828.5274601907	2.29397e-04
-1824.2895359902	2.31767e-03
-1823.5768329538	3.90674e-04
-1823.2775337043	1.64128e-04
-1822.9943308547	1.55326e-04
-1822.7245639224	1.47980e-04
-1822.4654198185	1.42174e-04
-1822.2136887670	1.38127e-04
-1821.9651730038	1.36381e-04
-1821.7120735811	1.38916e-04
-1821.4430758321	1.47662e-04
-1821.1362941145	1.68428e-04
-1820.7310315044	2.22533e-04
-1816.5356197623	2.30425e-03
-1815.8620244047	3.70813e-04
-1815.6750648104	1.02959e-04
-1815.4975129587	9.77883e-05
