-2647.3135408405	  inf
-2047.1426301077	2.26709e-01
-1947.2811763409	4.87809e-02
-1908.0646636531	2.01391e-02
-1870.6162966084	1.96264e-02
-1856.6088043647	7.48817e-03
-1848.2005372927	4.52883e-03
-1843.3688258025	2.61428e-03
-1839.3542277938	2.17786e-03
-1835.8935067009	1.88149e-03
-1830.7954002234	2.77691e-03
-1827.3663871160	1.87296e-03
-1825.1121920927	1.23358e-03
-1823.1398395749	1.08067e-03
-1821.4021203715	9.53146e-04
-1819.8613700026	8.45914e-04
-1818.4870770437	7.55164e-04
-1817.2549581769	6.77552e-04
-1816.1448600096	6.10865e-04
-1815.1400946081	5.53241e-04
-1814.2267186403	5.03199e-04
-1813.3928464463	4.59630e-04
-1812.6278774575	4.21844e-04
-1811.9236254304	3.88525e-04
-1811.2723733420	3.59426e-04
-1810.6664856273	3.34509e-04
-1810.1001625357	3.12771e-04
-1809.5669410136	2.94581e-04
-1809.0583204269	2.81073e-04
-1808.5637268713	2.73398e-04
-1808.0615456430	2.77669e-04
-1807.3966909133	3.67717e-04
-1802.8098009565	2.53784e-03
-1802.3070510102	2.78870e-04
-1801.9364817091	2.05608e-04
-1801.5877670630	1.93522e-04
-1801.2590678423	1.82450e-04
-1800.9487384737	1.72285e-04
-1800.6552980407	1.62937e-04
-1800.3774084213	1.54327e-04
-1800.1138574114	1.46387e-04
-1799.8635431537	1.39055e-04
-1799.6254605035	1.32278e-04
-1799.3986891268	1.26010e-04
-1799.1823830091	1.20210e-04
-1798.9757611225	1.14842e-04
-1798.7780990356	1.09875e-04
-1798.5887212806	1.05281e-04
-1798.4069943029	1.01039e-04
-1798.2323198300	9.71273e-05
